image_name,drowsiness_state,left_EAR,right_EAR,avg_EAR,MAR,lip_distance,mouth_width_height_ratio,head_tilt,head_nod,eyebrow_distance,eyebrow_asymmetry,facial_droop_asymmetry
X0102.png,1,0.260869565,0.228967996,0.244918781,0.012496096,0,0,0,1.570796327,17.71954446,0.280455543,1
X0103.png,1,0.270598541,0.270598541,0.270598541,0.012820513,0,0,0,1.570796327,17.56809636,0.447513413,1
X0104.png,1,0.23980823,0.241655251,0.24073174,0.0125,0,0,-0.01204761,1.554924644,18.42471662,0.424716621,0
X0105.png,1,0.239235667,0.259792249,0.249513958,0.012820513,0,0,-0.01204761,1.570796327,18.05248659,0.009771161,0
X0106.png,1,0.251505993,0.25,0.250752996,0.025632601,1,39.01281841,-0.01204761,1.6025317,18.55862138,0.543011613,1
X0107.png,1,0.26121247,0.282842712,0.272027591,0.012820513,0,0,-0.023805026,1.554924644,17.98697437,0.366678242,0
X0108.png,1,0.141421356,0.149071198,0.145246277,0.026306682,1,38.01315562,0,1.555645971,21.24797883,0.497849462,0
X0109.png,1,0.238904734,0.251724219,0.245314476,0.0125,0,0,-0.012345052,1.60203616,18.32337383,1.022836216,0
X0110.png,1,0.279776268,0.282842712,0.28130949,0.013157895,0,0,-0.01204761,1.570796327,17.56637298,1.147477879,0
X0111.png,1,0.273800561,0.299760288,0.286780424,0.024992191,1,40.01249805,-0.0119042,1.603043209,18.41993579,0.970344891,0
X0112.png,1,0.284139445,0.270833333,0.277486389,0.030951456,1.414213562,27.57716447,-0.012345052,1.6025317,17.31614739,0.515609771,1
X0113.png,1,0.141421356,0.127953063,0.13468721,0,0,0,-0.013697773,1.555645971,21.71182505,0.205697373,0
X0114.png,1,0.238904734,0.239130435,0.239017584,0.025641026,1,39,-0.012499349,1.586420055,18.10468636,0.788538966,0
X0115.png,1,0.184425613,0.197582785,0.191004199,0,0,0,0,1.570796327,20.60660172,1.193957986,0
X0116.png,1,0.135803619,0.139476601,0.13764011,0,0,0,0,1.570796327,21.02384997,0.118193864,1
X0117.png,1,0.157632072,0.168833795,0.163232934,0.013157895,0,0,-0.013157135,1.555872062,20.64263801,0.023544095,0
X0118.png,1,0.158437556,0.135803619,0.147120587,0.013157895,1,38,0,1.555412925,20.7503429,0.107704891,0
X0119.png,1,0.162611138,0.181071492,0.171841315,0.027027027,1,37,0,1.570796327,20.4658561,0.654227248,0
X0120.png,1,0.162611138,0.181071492,0.171841315,0.027777778,1,36,0,1.570796327,20.9783483,1.206057237,0
X0121.png,1,0.227038305,0.227038305,0.227038305,0,0,0,0,1.537475331,19.39949494,0,1
X0122.png,1,0.135113205,0.138589984,0.136851594,0.014285714,1,35,-0.013512691,1.553848797,22.02271555,0.454004987,1
X0123.png,1,0.181630644,0.181630644,0.181630644,0.013883534,0,0,-0.013157135,1.553848797,19.25914226,0.561770595,0
X0124.png,1,0.227038305,0.227038305,0.227038305,0,0,0,-0.013332543,1.553848797,18.56636478,0.03832158,1
X0125.png,1,0.229523171,0.195467509,0.21249534,0,0,0,0,1.553848797,19.25914226,0.334425644,0
X0126.png,1,0.229523171,0.238904734,0.234213952,0.013513514,0,0,0,1.570796327,19.75914226,0.321276848,0
X0127.png,1,0.207129443,0.206795898,0.206962671,0.013888889,1,36,-0.013157135,1.537475331,19.25914226,0.561770595,1
X0128.png,1,0.128416456,0.128416456,0.128416456,0.029411765,1,34,-0.014284743,1.587461451,22.90175425,0.347000098,0
X0129.png,1,0.190260598,0.193188366,0.191724482,0,0,0,-0.013512691,1.587743857,20.27163446,0.833769046,1
X0130.png,1,0.190260598,0.193188366,0.191724482,0.015625,1,32,0,1.570796327,19.75914226,0.4513782,0
X0131.png,1,0.190260598,0.193188366,0.191724482,0.034474697,1,35.0142828,0,1.570796327,19.42471662,0.013148795,0
X0132.png,1,0.204334474,0.204334474,0.204334474,0.027027027,1,37,0,1.587461451,20.13014581,0.357854753,0
X0133.png,1,0.190260598,0.183857857,0.187059227,0.013513514,0,0,0.012986283,1.570796327,20.10660172,0.03669289,0
X0134.png,1,0.189618185,0.203705429,0.196661807,0,0,0,0,1.554131203,20.10660172,0.334310658,1
X0135.png,1,0.181630644,0.206582596,0.19410662,0,0,0,0,1.586923961,20.61909392,0.846802855,0
X0136.png,1,0.206582596,0.226339365,0.216460981,0.083243625,3.16227766,11.70469991,0.013157135,1.570796327,19.75914226,0.845769139,0
X0137.png,1,0.173748897,0.175925381,0.174837139,0.013157895,0,0,0,1.570796327,21.4658561,0.487507803,1
X0138.png,1,0.206491794,0.204334474,0.205413134,0,0,0,-0.026309717,1.506369487,19.82091286,0.450721602,1
X0139.png,1,0.213320458,0.216970941,0.2151457,0,0,0,-0.027020449,1.504228163,19.47720321,0.152942605,2
X0140.png,1,0.199750468,0.214285714,0.207018091,0.014699526,0,0,-0.013887996,1.51425289,18.23342265,0.474821274,1
X0141.png,1,0.181818182,0.214285714,0.198051948,0.013883534,0,0,-0.013157135,1.533776211,18.61856454,0.818026926,1
X0142.png,1,0.193407277,0.229286427,0.211346852,0,0,0,-0.013332543,1.551190996,17.8152308,0.499083412,0
X0143.png,1,0.227038305,0.227038305,0.227038305,0.014705882,1,34,-0.013332543,1.530002644,16.60232527,0.427162693,0
X0144.png,1,0.193188366,0.227038305,0.210113335,0,0,0,-0.013332543,1.531600725,16.91785668,0.09602151,1
X0145.png,1,0.229286427,0.229523171,0.229404799,0.014699526,1,34.0147027,0.013157135,1.570796327,17.30053762,0.015609771,1
X0146.png,1,0.238904734,0.25,0.244452367,0,0,0,0.01281981,1.626294832,18.2229371,0.805997012,0
X0147.png,1,0.20734331,0.229523171,0.21843324,0,0,0,0,1.589312729,18.60468636,0.013878189,1
X0148.png,1,0.190260598,0.19047619,0.190368394,0.014705882,0,0,-0.013697773,1.570796327,18.56636478,0.551470375,1
